Nomenclature,ReporterISO3,ProductCode,ReporterName,PartnerISO3,PartnerName,Year,TradeFlowName,TradeFlowCode,TradeValue in 1000 USD
H6,SGP,71,Singapore,SAU,Saudi Arabia,2022,Import,5,31897.327
H6,SGP,71,Singapore,SAU,Saudi Arabia,2023,Export,6,2445.892
H6,SGP,71,Singapore,SAU,Saudi Arabia,2023,Import,5,4767.068
H6,SGP,71,Singapore,THA,Thailand,2022,Export,6,1196763.109
H6,SGP,71,Singapore,THA,Thailand,2022,Import,5,1290887.274
H6,SGP,71,Singapore,THA,Thailand,2023,Export,6,1669857.133
H6,SGP,71,Singapore,THA,Thailand,2023,Import,5,1338762.155
H6,SGP,71,Singapore,USA,United States,2022,Export,6,1899661.252
H6,SGP,71,Singapore,USA,United States,2022,Import,5,1543040.981
H6,SGP,71,Singapore,USA,United States,2023,Export,6,600513.507
H6,SGP,71,Singapore,USA,United States,2023,Import,5,931835.114
H6,SGP,72,Singapore,CHN,China,2022,Export,6,119382.149
H6,SGP,72,Singapore,CHN,China,2022,Import,5,700589.735
H6,SGP,72,Singapore,CHN,China,2023,Export,6,102060.454
H6,SGP,72,Singapore,CHN,China,2023,Import,5,634061.14
H6,SGP,72,Singapore,HKG,"Hong Kong, China",2022,Export,6,119116.239
H6,SGP,72,Singapore,HKG,"Hong Kong, China",2022,Import,5,1843.3
H6,SGP,72,Singapore,HKG,"Hong Kong, China",2023,Export,6,27501.798
H6,SGP,72,Singapore,HKG,"Hong Kong, China",2023,Import,5,978.136
H6,SGP,72,Singapore,IDN,Indonesia,2022,Export,6,746475.741
H6,SGP,72,Singapore,IDN,Indonesia,2022,Import,5,68668.432
H6,SGP,72,Singapore,IDN,Indonesia,2023,Export,6,620249.474
H6,SGP,72,Singapore,IDN,Indonesia,2023,Import,5,50120.924
H6,SGP,72,Singapore,JPN,Japan,2022,Export,6,65631.239
H6,SGP,72,Singapore,JPN,Japan,2022,Import,5,515354.688
H6,SGP,72,Singapore,JPN,Japan,2023,Export,6,32342.131
H6,SGP,72,Singapore,JPN,Japan,2023,Import,5,390362.454
H6,SGP,72,Singapore,KOR,"Korea, Rep.",2022,Export,6,31223.39
H6,SGP,72,Singapore,KOR,"Korea, Rep.",2022,Import,5,122326.21
H6,SGP,72,Singapore,KOR,"Korea, Rep.",2023,Export,6,38966.601
H6,SGP,72,Singapore,KOR,"Korea, Rep.",2023,Import,5,104865.518
H6,SGP,72,Singapore,MYS,Malaysia,2022,Export,6,522574.957
H6,SGP,72,Singapore,MYS,Malaysia,2022,Import,5,503383.558
H6,SGP,72,Singapore,MYS,Malaysia,2023,Export,6,440226.181
H6,SGP,72,Singapore,MYS,Malaysia,2023,Import,5,542211.622
H6,SGP,72,Singapore,SAU,Saudi Arabia,2022,Export,6,331.137
H6,SGP,72,Singapore,SAU,Saudi Arabia,2022,Import,5,373.52
H6,SGP,72,Singapore,SAU,Saudi Arabia,2023,Export,6,359.401
H6,SGP,72,Singapore,SAU,Saudi Arabia,2023,Import,5,338.084
H6,SGP,72,Singapore,THA,Thailand,2022,Export,6,47884.56
H6,SGP,72,Singapore,THA,Thailand,2022,Import,5,71433.265
H6,SGP,72,Singapore,THA,Thailand,2023,Export,6,30129.663
H6,SGP,72,Singapore,THA,Thailand,2023,Import,5,41332.622
H6,SGP,72,Singapore,USA,United States,2022,Export,6,5242.318
H6,SGP,72,Singapore,USA,United States,2022,Import,5,52203.243
H6,SGP,72,Singapore,USA,United States,2023,Export,6,3561.308
H6,SGP,72,Singapore,USA,United States,2023,Import,5,51616.94
H6,SGP,73,Singapore,CHN,China,2022,Export,6,91807.059
H6,SGP,73,Singapore,CHN,China,2022,Import,5,1278859.484
H6,SGP,73,Singapore,CHN,China,2023,Export,6,104790.292
H6,SGP,73,Singapore,CHN,China,2023,Import,5,1186383.041
H6,SGP,73,Singapore,HKG,"Hong Kong, China",2022,Export,6,35978.354
H6,SGP,73,Singapore,HKG,"Hong Kong, China",2022,Import,5,5437.982
H6,SGP,73,Singapore,HKG,"Hong Kong, China",2023,Export,6,46484.18
H6,SGP,73,Singapore,HKG,"Hong Kong, China",2023,Import,5,4097.921
H6,SGP,73,Singapore,IDN,Indonesia,2022,Export,6,772688.729
H6,SGP,73,Singapore,IDN,Indonesia,2022,Import,5,136304.994
H6,SGP,73,Singapore,IDN,Indonesia,2023,Export,6,798497.378
H6,SGP,73,Singapore,IDN,Indonesia,2023,Import,5,145485.411
H6,SGP,73,Singapore,JPN,Japan,2022,Export,6,60164.763
H6,SGP,73,Singapore,JPN,Japan,2022,Import,5,335586.63
H6,SGP,73,Singapore,JPN,Japan,2023,Export,6,41289.723
H6,SGP,73,Singapore,JPN,Japan,2023,Import,5,371786.282
H6,SGP,73,Singapore,KOR,"Korea, Rep.",2022,Export,6,33869.12
H6,SGP,73,Singapore,KOR,"Korea, Rep.",2022,Import,5,169005.406
H6,SGP,73,Singapore,KOR,"Korea, Rep.",2023,Export,6,36082.737
H6,SGP,73,Singapore,KOR,"Korea, Rep.",2023,Import,5,153985.808
H6,SGP,73,Singapore,MYS,Malaysia,2022,Export,6,458893.18
H6,SGP,73,Singapore,MYS,Malaysia,2022,Import,5,706993.938
H6,SGP,73,Singapore,MYS,Malaysia,2023,Export,6,461269.19
H6,SGP,73,Singapore,MYS,Malaysia,2023,Import,5,750140.157
H6,SGP,73,Singapore,SAU,Saudi Arabia,2022,Export,6,74666.251
H6,SGP,73,Singapore,SAU,Saudi Arabia,2022,Import,5,3121.582
H6,SGP,73,Singapore,SAU,Saudi Arabia,2023,Export,6,53112.742
H6,SGP,73,Singapore,SAU,Saudi Arabia,2023,Import,5,12380.255
H6,SGP,73,Singapore,THA,Thailand,2022,Export,6,104235.551
H6,SGP,73,Singapore,THA,Thailand,2022,Import,5,67703.029
H6,SGP,73,Singapore,THA,Thailand,2023,Export,6,87600.867
H6,SGP,73,Singapore,THA,Thailand,2023,Import,5,315344.165
H6,SGP,73,Singapore,USA,United States,2022,Export,6,91392.117
H6,SGP,73,Singapore,USA,United States,2022,Import,5,364271.219
H6,SGP,73,Singapore,USA,United States,2023,Export,6,94316.421
H6,SGP,73,Singapore,USA,United States,2023,Import,5,352649.046
H6,SGP,74,Singapore,CHN,China,2022,Export,6,393477.342
H6,SGP,74,Singapore,CHN,China,2022,Import,5,126962.87
H6,SGP,74,Singapore,CHN,China,2023,Export,6,344867.302
H6,SGP,74,Singapore,CHN,China,2023,Import,5,342939.098
H6,SGP,74,Singapore,HKG,"Hong Kong, China",2022,Export,6,25059.664
H6,SGP,74,Singapore,HKG,"Hong Kong, China",2022,Import,5,3558.968
H6,SGP,74,Singapore,HKG,"Hong Kong, China",2023,Export,6,10003.614
H6,SGP,74,Singapore,HKG,"Hong Kong, China",2023,Import,5,1860.937
H6,SGP,74,Singapore,IDN,Indonesia,2022,Export,6,66972.772
H6,SGP,74,Singapore,IDN,Indonesia,2022,Import,5,35696.418
H6,SGP,74,Singapore,IDN,Indonesia,2023,Export,6,52997.721
H6,SGP,74,Singapore,IDN,Indonesia,2023,Import,5,26148.237
H6,SGP,74,Singapore,JPN,Japan,2022,Export,6,118889.756
H6,SGP,74,Singapore,JPN,Japan,2022,Import,5,131852.517
H6,SGP,74,Singapore,JPN,Japan,2023,Export,6,72062.887
H6,SGP,74,Singapore,JPN,Japan,2023,Import,5,135245.805
H6,SGP,74,Singapore,KOR,"Korea, Rep.",2022,Export,6,66005.228
H6,SGP,74,Singapore,KOR,"Korea, Rep.",2022,Import,5,37641.574
H6,SGP,74,Singapore,KOR,"Korea, Rep.",2023,Export,6,29433.669
H6,SGP,74,Singapore,KOR,"Korea, Rep.",2023,Import,5,47673.047
H6,SGP,74,Singapore,MYS,Malaysia,2022,Export,6,173476.926
H6,SGP,74,Singapore,MYS,Malaysia,2022,Import,5,240684.4
H6,SGP,74,Singapore,MYS,Malaysia,2023,Export,6,199445.688
H6,SGP,74,Singapore,MYS,Malaysia,2023,Import,5,193270.316
H6,SGP,74,Singapore,SAU,Saudi Arabia,2022,Export,6,274.683
H6,SGP,74,Singapore,SAU,Saudi Arabia,2022,Import,5,67.661
H6,SGP,74,Singapore,SAU,Saudi Arabia,2023,Export,6,279.908
H6,SGP,74,Singapore,SAU,Saudi Arabia,2023,Import,5,2312.246
H6,SGP,74,Singapore,THA,Thailand,2022,Export,6,14697.773
H6,SGP,74,Singapore,THA,Thailand,2022,Import,5,20964.939
H6,SGP,74,Singapore,THA,Thailand,2023,Export,6,16035.783
H6,SGP,74,Singapore,THA,Thailand,2023,Import,5,19223.269
H6,SGP,74,Singapore,USA,United States,2022,Export,6,31940.885
H6,SGP,74,Singapore,USA,United States,2022,Import,5,29334.775
H6,SGP,74,Singapore,USA,United States,2023,Export,6,31205.16
H6,SGP,74,Singapore,USA,United States,2023,Import,5,39218.699
H6,SGP,75,Singapore,CHN,China,2022,Export,6,165758.274
H6,SGP,75,Singapore,CHN,China,2022,Import,5,29831.4
H6,SGP,75,Singapore,CHN,China,2023,Export,6,69801.334
H6,SGP,75,Singapore,CHN,China,2023,Import,5,105000.896
H6,SGP,75,Singapore,HKG,"Hong Kong, China",2022,Export,6,1283.101
H6,SGP,75,Singapore,HKG,"Hong Kong, China",2022,Import,5,10.493
H6,SGP,75,Singapore,HKG,"Hong Kong, China",2023,Export,6,1533.298
H6,SGP,75,Singapore,HKG,"Hong Kong, China",2023,Import,5,142.579
H6,SGP,75,Singapore,IDN,Indonesia,2022,Export,6,34895.674
H6,SGP,75,Singapore,IDN,Indonesia,2022,Import,5,6027.816
H6,SGP,75,Singapore,IDN,Indonesia,2023,Export,6,38188.174
H6,SGP,75,Singapore,IDN,Indonesia,2023,Import,5,4406.225
H6,SGP,75,Singapore,JPN,Japan,2022,Export,6,11992.877
H6,SGP,75,Singapore,JPN,Japan,2022,Import,5,5960.384
H6,SGP,75,Singapore,JPN,Japan,2023,Export,6,7490.975
H6,SGP,75,Singapore,JPN,Japan,2023,Import,5,12621.004
H6,SGP,75,Singapore,KOR,"Korea, Rep.",2022,Export,6,21480.19
H6,SGP,75,Singapore,KOR,"Korea, Rep.",2022,Import,5,1427.79
H6,SGP,75,Singapore,KOR,"Korea, Rep.",2023,Export,6,1279.278
H6,SGP,75,Singapore,KOR,"Korea, Rep.",2023,Import,5,2397.465
H6,SGP,75,Singapore,MYS,Malaysia,2022,Export,6,14421.511
H6,SGP,75,Singapore,MYS,Malaysia,2022,Import,5,8955.482
H6,SGP,75,Singapore,MYS,Malaysia,2023,Export,6,23033.974
H6,SGP,75,Singapore,MYS,Malaysia,2023,Import,5,10469.095
H6,SGP,75,Singapore,SAU,Saudi Arabia,2022,Export,6,2965.667
H6,SGP,75,Singapore,SAU,Saudi Arabia,2022,Import,5,241.343
H6,SGP,75,Singapore,SAU,Saudi Arabia,2023,Export,6,3155.151
H6,SGP,75,Singapore,SAU,Saudi Arabia,2023,Import,5,292.905
H6,SGP,75,Singapore,THA,Thailand,2022,Export,6,13189.038
H6,SGP,75,Singapore,THA,Thailand,2022,Import,5,462.824
H6,SGP,75,Singapore,THA,Thailand,2023,Export,6,3728.541
H6,SGP,75,Singapore,THA,Thailand,2023,Import,5,348.245
H6,SGP,75,Singapore,USA,United States,2022,Export,6,49374.854
H6,SGP,75,Singapore,USA,United States,2022,Import,5,70908.511
H6,SGP,75,Singapore,USA,United States,2023,Export,6,108091.898
H6,SGP,75,Singapore,USA,United States,2023,Import,5,87327.534
H6,SGP,76,Singapore,CHN,China,2022,Export,6,36533.531
H6,SGP,76,Singapore,CHN,China,2022,Import,5,623225.583
H6,SGP,76,Singapore,CHN,China,2023,Export,6,79457.764
H6,SGP,76,Singapore,CHN,China,2023,Import,5,498762.932
H6,SGP,76,Singapore,HKG,"Hong Kong, China",2022,Export,6,15404.661
H6,SGP,76,Singapore,HKG,"Hong Kong, China",2022,Import,5,4374.852
H6,SGP,76,Singapore,HKG,"Hong Kong, China",2023,Export,6,4780.93
H6,SGP,76,Singapore,HKG,"Hong Kong, China",2023,Import,5,5590.079
H6,SGP,76,Singapore,IDN,Indonesia,2022,Export,6,166486.133
H6,SGP,76,Singapore,IDN,Indonesia,2022,Import,5,20578.446
H6,SGP,76,Singapore,IDN,Indonesia,2023,Export,6,140578.518
H6,SGP,76,Singapore,IDN,Indonesia,2023,Import,5,21552.472
H6,SGP,76,Singapore,JPN,Japan,2022,Export,6,103495.53
H6,SGP,76,Singapore,JPN,Japan,2022,Import,5,84790.826
H6,SGP,76,Singapore,JPN,Japan,2023,Export,6,31679.873
H6,SGP,76,Singapore,JPN,Japan,2023,Import,5,29861.916
H6,SGP,76,Singapore,KOR,"Korea, Rep.",2022,Export,6,23159.504
H6,SGP,76,Singapore,KOR,"Korea, Rep.",2022,Import,5,27067.826
H6,SGP,76,Singapore,KOR,"Korea, Rep.",2023,Export,6,22808.841
H6,SGP,76,Singapore,KOR,"Korea, Rep.",2023,Import,5,15329.519
H6,SGP,76,Singapore,MYS,Malaysia,2022,Export,6,261965.073
H6,SGP,76,Singapore,MYS,Malaysia,2022,Import,5,325979.96
H6,SGP,76,Singapore,MYS,Malaysia,2023,Export,6,193129.209
H6,SGP,76,Singapore,MYS,Malaysia,2023,Import,5,237578.885
H6,SGP,76,Singapore,SAU,Saudi Arabia,2022,Export,6,849.218
H6,SGP,76,Singapore,SAU,Saudi Arabia,2022,Import,5,23.518
H6,SGP,76,Singapore,SAU,Saudi Arabia,2023,Export,6,256.934
H6,SGP,76,Singapore,SAU,Saudi Arabia,2023,Import,5,151.579
H6,SGP,76,Singapore,THA,Thailand,2022,Export,6,104082.537
H6,SGP,76,Singapore,THA,Thailand,2022,Import,5,6983.44
H6,SGP,76,Singapore,THA,Thailand,2023,Export,6,31953.688
H6,SGP,76,Singapore,THA,Thailand,2023,Import,5,4325.351
H6,SGP,76,Singapore,USA,United States,2022,Export,6,29983.58
H6,SGP,76,Singapore,USA,United States,2022,Import,5,121107.272
H6,SGP,76,Singapore,USA,United States,2023,Export,6,22028.582
H6,SGP,76,Singapore,USA,United States,2023,Import,5,117851.708
H6,SGP,78,Singapore,CHN,China,2022,Export,6,1085.016
H6,SGP,78,Singapore,CHN,China,2022,Import,5,1431.414
H6,SGP,78,Singapore,CHN,China,2023,Export,6,56.245
H6,SGP,78,Singapore,CHN,China,2023,Import,5,93853.554
H6,SGP,78,Singapore,HKG,"Hong Kong, China",2022,Export,6,280.356
H6,SGP,78,Singapore,HKG,"Hong Kong, China",2022,Import,5,10.436
H6,SGP,78,Singapore,HKG,"Hong Kong, China",2023,Export,6,134.651
H6,SGP,78,Singapore,HKG,"Hong Kong, China",2023,Import,5,535.968
H6,SGP,78,Singapore,IDN,Indonesia,2022,Export,6,974.22
H6,SGP,78,Singapore,IDN,Indonesia,2022,Import,5,1745.151
H6,SGP,78,Singapore,IDN,Indonesia,2023,Export,6,468.484
H6,SGP,78,Singapore,IDN,Indonesia,2023,Import,5,1.392
H6,SGP,78,Singapore,JPN,Japan,2022,Export,6,58.561
H6,SGP,78,Singapore,JPN,Japan,2022,Import,5,1161.5
H6,SGP,78,Singapore,JPN,Japan,2023,Export,6,60.792
H6,SGP,78,Singapore,JPN,Japan,2023,Import,5,983.612
H6,SGP,78,Singapore,KOR,"Korea, Rep.",2022,Export,6,576.287
H6,SGP,78,Singapore,KOR,"Korea, Rep.",2022,Import,5,12.979
H6,SGP,78,Singapore,KOR,"Korea, Rep.",2023,Export,6,404.944
H6,SGP,78,Singapore,KOR,"Korea, Rep.",2023,Import,5,17297.084
H6,SGP,78,Singapore,MYS,Malaysia,2022,Export,6,12820.947
H6,SGP,78,Singapore,MYS,Malaysia,2022,Import,5,4200.835
H6,SGP,78,Singapore,MYS,Malaysia,2023,Export,6,6362.623
H6,SGP,78,Singapore,MYS,Malaysia,2023,Import,5,3138.889
H6,SGP,78,Singapore,THA,Thailand,2022,Export,6,580.382
H6,SGP,78,Singapore,THA,Thailand,2022,Import,5,7.045
H6,SGP,78,Singapore,THA,Thailand,2023,Export,6,60.7
H6,SGP,78,Singapore,THA,Thailand,2023,Import,5,454.539
H6,SGP,78,Singapore,USA,United States,2022,Export,6,77.333
H6,SGP,78,Singapore,USA,United States,2022,Import,5,829.013
H6,SGP,78,Singapore,USA,United States,2023,Export,6,27.743
H6,SGP,78,Singapore,USA,United States,2023,Import,5,809.39
H6,SGP,79,Singapore,CHN,China,2022,Export,6,4536.997
H6,SGP,79,Singapore,CHN,China,2022,Import,5,22790.762
H6,SGP,79,Singapore,CHN,China,2023,Export,6,40992.129
H6,SGP,79,Singapore,CHN,China,2023,Import,5,5505.242
H6,SGP,79,Singapore,HKG,"Hong Kong, China",2022,Export,6,1355.259
H6,SGP,79,Singapore,HKG,"Hong Kong, China",2022,Import,5,9.662
H6,SGP,79,Singapore,HKG,"Hong Kong, China",2023,Export,6,4010.881
H6,SGP,79,Singapore,HKG,"Hong Kong, China",2023,Import,5,4.568
H6,SGP,79,Singapore,IDN,Indonesia,2022,Export,6,14192.627
H6,SGP,79,Singapore,IDN,Indonesia,2022,Import,5,3190.771
H6,SGP,79,Singapore,IDN,Indonesia,2023,Export,6,18572.559
H6,SGP,79,Singapore,IDN,Indonesia,2023,Import,5,2080.054
H6,SGP,79,Singapore,JPN,Japan,2022,Export,6,3013.673
H6,SGP,79,Singapore,JPN,Japan,2022,Import,5,7174.562
H6,SGP,79,Singapore,JPN,Japan,2023,Export,6,3192.039
H6,SGP,79,Singapore,JPN,Japan,2023,Import,5,4032.646
H6,SGP,79,Singapore,KOR,"Korea, Rep.",2022,Export,6,1748.329
H6,SGP,79,Singapore,KOR,"Korea, Rep.",2022,Import,5,6858.584
H6,SGP,79,Singapore,KOR,"Korea, Rep.",2023,Export,6,491.318
H6,SGP,79,Singapore,KOR,"Korea, Rep.",2023,Import,5,137836.494
H6,SGP,79,Singapore,MYS,Malaysia,2022,Export,6,30049.198
H6,SGP,79,Singapore,MYS,Malaysia,2022,Import,5,6658.577
H6,SGP,79,Singapore,MYS,Malaysia,2023,Export,6,22896.269
H6,SGP,79,Singapore,MYS,Malaysia,2023,Import,5,7515.645
H6,SGP,79,Singapore,SAU,Saudi Arabia,2022,Export,6,42.3
H6,SGP,79,Singapore,SAU,Saudi Arabia,2022,Import,5,0.073
H6,SGP,79,Singapore,SAU,Saudi Arabia,2023,Export,6,7288.936
H6,SGP,79,Singapore,THA,Thailand,2022,Export,6,3209.507
H6,SGP,79,Singapore,THA,Thailand,2022,Import,5,1144.263
H6,SGP,79,Singapore,THA,Thailand,2023,Export,6,11737.867
H6,SGP,79,Singapore,THA,Thailand,2023,Import,5,1332.397
H6,SGP,79,Singapore,USA,United States,2022,Export,6,7617.544
H6,SGP,79,Singapore,USA,United States,2022,Import,5,179.176
H6,SGP,79,Singapore,USA,United States,2023,Export,6,9292.584
H6,SGP,79,Singapore,USA,United States,2023,Import,5,563.624
H6,SGP,80,Singapore,CHN,China,2022,Export,6,28798.311
H6,SGP,80,Singapore,CHN,China,2022,Import,5,5296.237
H6,SGP,80,Singapore,CHN,China,2023,Export,6,22175.602
H6,SGP,80,Singapore,CHN,China,2023,Import,5,17037.44
H6,SGP,80,Singapore,HKG,"Hong Kong, China",2022,Export,6,2168.626
H6,SGP,80,Singapore,HKG,"Hong Kong, China",2022,Import,5,10.813
H6,SGP,80,Singapore,HKG,"Hong Kong, China",2023,Export,6,3454.855
H6,SGP,80,Singapore,HKG,"Hong Kong, China",2023,Import,5,1.004
H6,SGP,80,Singapore,IDN,Indonesia,2022,Export,6,23345.965
H6,SGP,80,Singapore,IDN,Indonesia,2022,Import,5,429319.382
H6,SGP,80,Singapore,IDN,Indonesia,2023,Export,6,23709.457
H6,SGP,80,Singapore,IDN,Indonesia,2023,Import,5,262307.619
H6,SGP,80,Singapore,JPN,Japan,2022,Export,6,65694.633
H6,SGP,80,Singapore,JPN,Japan,2022,Import,5,2508.37
H6,SGP,80,Singapore,JPN,Japan,2023,Export,6,27421.861
H6,SGP,80,Singapore,JPN,Japan,2023,Import,5,1087.023
H6,SGP,80,Singapore,KOR,"Korea, Rep.",2022,Export,6,53501.351
H6,SGP,80,Singapore,KOR,"Korea, Rep.",2022,Import,5,22.608
H6,SGP,80,Singapore,KOR,"Korea, Rep.",2023,Export,6,9413.031
H6,SGP,80,Singapore,KOR,"Korea, Rep.",2023,Import,5,2383.524
H6,SGP,80,Singapore,MYS,Malaysia,2022,Export,6,46940.414
H6,SGP,80,Singapore,MYS,Malaysia,2022,Import,5,19493.188
H6,SGP,80,Singapore,MYS,Malaysia,2023,Export,6,29465.409
H6,SGP,80,Singapore,MYS,Malaysia,2023,Import,5,15713.545
H6,SGP,80,Singapore,SAU,Saudi Arabia,2022,Export,6,614.872
H6,SGP,80,Singapore,SAU,Saudi Arabia,2023,Export,6,4.017
H6,SGP,80,Singapore,THA,Thailand,2022,Export,6,16280.328
H6,SGP,80,Singapore,THA,Thailand,2022,Import,5,135.268
H6,SGP,80,Singapore,THA,Thailand,2023,Export,6,6515.253
H6,SGP,80,Singapore,THA,Thailand,2023,Import,5,97.433
H6,SGP,80,Singapore,USA,United States,2022,Export,6,42475.727
H6,SGP,80,Singapore,USA,United States,2022,Import,5,10154.755
H6,SGP,80,Singapore,USA,United States,2023,Export,6,58121.919
H6,SGP,80,Singapore,USA,United States,2023,Import,5,2649.64
H6,SGP,81,Singapore,CHN,China,2022,Export,6,20310.202
H6,SGP,81,Singapore,CHN,China,2022,Import,5,47205.17
H6,SGP,81,Singapore,CHN,China,2023,Export,6,56327.837
H6,SGP,81,Singapore,CHN,China,2023,Import,5,101774.903
H6,SGP,81,Singapore,HKG,"Hong Kong, China",2022,Export,6,304.57
H6,SGP,81,Singapore,HKG,"Hong Kong, China",2022,Import,5,79.765
H6,SGP,81,Singapore,HKG,"Hong Kong, China",2023,Export,6,15736.125
H6,SGP,81,Singapore,HKG,"Hong Kong, China",2023,Import,5,104.161
H6,SGP,81,Singapore,IDN,Indonesia,2022,Export,6,3728.184
H6,SGP,81,Singapore,IDN,Indonesia,2022,Import,5,2155.258
H6,SGP,81,Singapore,IDN,Indonesia,2023,Export,6,3022.566
H6,SGP,81,Singapore,IDN,Indonesia,2023,Import,5,1830.164
H6,SGP,81,Singapore,JPN,Japan,2022,Export,6,12994.617
H6,SGP,81,Singapore,JPN,Japan,2022,Import,5,37065.997
H6,SGP,81,Singapore,JPN,Japan,2023,Export,6,17500.64
H6,SGP,81,Singapore,JPN,Japan,2023,Import,5,61059.165
H6,SGP,81,Singapore,KOR,"Korea, Rep.",2022,Export,6,2870.156
H6,SGP,81,Singapore,KOR,"Korea, Rep.",2022,Import,5,4850.916
H6,SGP,81,Singapore,KOR,"Korea, Rep.",2023,Export,6,3272.388
H6,SGP,81,Singapore,KOR,"Korea, Rep.",2023,Import,5,2393.907
H6,SGP,81,Singapore,MYS,Malaysia,2022,Export,6,7362.296
H6,SGP,81,Singapore,MYS,Malaysia,2022,Import,5,4876.028
H6,SGP,81,Singapore,MYS,Malaysia,2023,Export,6,4588.502
H6,SGP,81,Singapore,MYS,Malaysia,2023,Import,5,5225.473
H6,SGP,81,Singapore,SAU,Saudi Arabia,2022,Export,6,86.954
H6,SGP,81,Singapore,SAU,Saudi Arabia,2022,Import,5,272.471
H6,SGP,81,Singapore,SAU,Saudi Arabia,2023,Export,6,37.353
H6,SGP,81,Singapore,SAU,Saudi Arabia,2023,Import,5,2.29
H6,SGP,81,Singapore,THA,Thailand,2022,Export,6,2677.367
H6,SGP,81,Singapore,THA,Thailand,2022,Import,5,409.36
H6,SGP,81,Singapore,THA,Thailand,2023,Export,6,2835.991
H6,SGP,81,Singapore,THA,Thailand,2023,Import,5,1379.114
H6,SGP,81,Singapore,USA,United States,2022,Export,6,9565.324
H6,SGP,81,Singapore,USA,United States,2022,Import,5,47028.648
H6,SGP,81,Singapore,USA,United States,2023,Export,6,15795.382
H6,SGP,81,Singapore,USA,United States,2023,Import,5,53872.729
H6,SGP,82,Singapore,CHN,China,2022,Export,6,61939.271
H6,SGP,82,Singapore,CHN,China,2022,Import,5,175615.271
H6,SGP,82,Singapore,CHN,China,2023,Export,6,51565.976
H6,SGP,82,Singapore,CHN,China,2023,Import,5,152768.112
H6,SGP,82,Singapore,HKG,"Hong Kong, China",2022,Export,6,16524.511
H6,SGP,82,Singapore,HKG,"Hong Kong, China",2022,Import,5,2021.879
H6,SGP,82,Singapore,HKG,"Hong Kong, China",2023,Export,6,14352.179
H6,SGP,82,Singapore,HKG,"Hong Kong, China",2023,Import,5,2351.064
H6,SGP,82,Singapore,IDN,Indonesia,2022,Export,6,145385.451
H6,SGP,82,Singapore,IDN,Indonesia,2022,Import,5,4126.626
H6,SGP,82,Singapore,IDN,Indonesia,2023,Export,6,134536.61
H6,SGP,82,Singapore,IDN,Indonesia,2023,Import,5,2632.236
H6,SGP,82,Singapore,JPN,Japan,2022,Export,6,75817.161
H6,SGP,82,Singapore,JPN,Japan,2022,Import,5,129039.878
H6,SGP,82,Singapore,JPN,Japan,2023,Export,6,70018.419
H6,SGP,82,Singapore,JPN,Japan,2023,Import,5,114034.744
H6,SGP,82,Singapore,KOR,"Korea, Rep.",2022,Export,6,35562.13
H6,SGP,82,Singapore,KOR,"Korea, Rep.",2022,Import,5,9637.493
H6,SGP,82,Singapore,KOR,"Korea, Rep.",2023,Export,6,30556.115
H6,SGP,82,Singapore,KOR,"Korea, Rep.",2023,Import,5,7949.792
H6,SGP,82,Singapore,MYS,Malaysia,2022,Export,6,116288.583
H6,SGP,82,Singapore,MYS,Malaysia,2022,Import,5,18237.296
H6,SGP,82,Singapore,MYS,Malaysia,2023,Export,6,100363.377
H6,SGP,82,Singapore,MYS,Malaysia,2023,Import,5,13190.021
H6,SGP,82,Singapore,SAU,Saudi Arabia,2022,Export,6,2213.503
H6,SGP,82,Singapore,SAU,Saudi Arabia,2022,Import,5,467.951
H6,SGP,82,Singapore,SAU,Saudi Arabia,2023,Export,6,2215.525
H6,SGP,82,Singapore,SAU,Saudi Arabia,2023,Import,5,162.219
H6,SGP,82,Singapore,THA,Thailand,2022,Export,6,48571.1
H6,SGP,82,Singapore,THA,Thailand,2022,Import,5,17152.116
H6,SGP,82,Singapore,THA,Thailand,2023,Export,6,49330.094
H6,SGP,82,Singapore,THA,Thailand,2023,Import,5,7959.548
H6,SGP,82,Singapore,USA,United States,2022,Export,6,84378.701
H6,SGP,82,Singapore,USA,United States,2022,Import,5,84538.728
H6,SGP,82,Singapore,USA,United States,2023,Export,6,74442.297
H6,SGP,82,Singapore,USA,United States,2023,Import,5,95862.264
H6,SGP,83,Singapore,CHN,China,2022,Export,6,17316.264
H6,SGP,83,Singapore,CHN,China,2022,Import,5,164885.034
H6,SGP,83,Singapore,CHN,China,2023,Export,6,17237.755
H6,SGP,83,Singapore,CHN,China,2023,Import,5,148774.612
H6,SGP,83,Singapore,HKG,"Hong Kong, China",2022,Export,6,9450.385
H6,SGP,83,Singapore,HKG,"Hong Kong, China",2022,Import,5,4179.081
H6,SGP,83,Singapore,HKG,"Hong Kong, China",2023,Export,6,9140.214
H6,SGP,83,Singapore,HKG,"Hong Kong, China",2023,Import,5,2082.295
H6,SGP,83,Singapore,IDN,Indonesia,2022,Export,6,77125.119
H6,SGP,83,Singapore,IDN,Indonesia,2022,Import,5,8191.345
H6,SGP,83,Singapore,IDN,Indonesia,2023,Export,6,89821.777
H6,SGP,83,Singapore,IDN,Indonesia,2023,Import,5,9763.632
H6,SGP,83,Singapore,JPN,Japan,2022,Export,6,19443.019
H6,SGP,83,Singapore,JPN,Japan,2022,Import,5,15513.788
H6,SGP,83,Singapore,JPN,Japan,2023,Export,6,16506.161
H6,SGP,83,Singapore,JPN,Japan,2023,Import,5,14739.312
