Year,Product,HS Code,Country,Country ISO,Imports,Exports,Trade Volume
2014,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",71,Australia,AUS,3229762452.0,298195132.2,3527957584.2
2014,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",71,Germany,DEU,149520503.8,113769792.8,263290296.60000002
2014,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",71,India,IND,787068613.5,828819421.1,1615888034.6
2014,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",71,Philippines,PHL,4923012.783,71627295.32,76550308.10299999
2014,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",71,United Arab Emirates,ARE,1070766891.0,1647785242.0,2718552133.0
2014,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",71,Viet Nam,VNM,3367254.752,4930223.887,8297478.639
2014,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",84,Australia,AUS,307438135.2,2390590936.0,2698029071.2
2014,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",84,Germany,DEU,2737626255.0,816104218.6,3553730473.6
2014,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",84,India,IND,333452160.2,2297310784.0,2630762944.2
2014,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",84,Philippines,PHL,226669795.4,1216472042.0,1443141837.4
2014,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",84,United Arab Emirates,ARE,112291667.4,1174316082.0,1286607749.4
2014,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",84,Viet Nam,VNM,373583202.2,1389853321.0,1763436523.2
2014,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",90,Australia,AUS,114300713.6,544030685.6,658331399.2
2014,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",90,Germany,DEU,886541793.1,690990997.8,1577532790.9
2014,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",90,India,IND,141397739.1,605935492.0,747333231.1
2014,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",90,Philippines,PHL,40176745.95,161285176.5,201461922.45
2014,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",90,United Arab Emirates,ARE,6728664.129,103335975.5,110064639.629
2014,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",90,Viet Nam,VNM,70450403.25,318950265.3,389400668.55
2014,Organic chemicals,29,Australia,AUS,4750984.881,252835928.1,257586912.981
2014,Organic chemicals,29,Germany,DEU,267547238.5,16697494.74,284244733.24
2014,Organic chemicals,29,India,IND,321652144.1,1495175417.0,1816827561.1
2014,Organic chemicals,29,Philippines,PHL,1484889.381,149911418.9,151396308.28100002
2014,Organic chemicals,29,United Arab Emirates,ARE,33306470.08,54144013.7,87450483.78
2014,Organic chemicals,29,Viet Nam,VNM,5879256.666,204981591.6,210860848.266
2014,Plastics and articles thereof,39,Australia,AUS,33859139.89,268464632.6,302323772.49
2014,Plastics and articles thereof,39,Germany,DEU,328892057.4,38957059.35,367849116.75
2014,Plastics and articles thereof,39,India,IND,53200872.1,1087870469.0,1141071341.1
2014,Plastics and articles thereof,39,Philippines,PHL,11557221.44,513362150.5,524919371.94
2014,Plastics and articles thereof,39,United Arab Emirates,ARE,284993566.5,118945026.0,403938592.5
2014,Plastics and articles thereof,39,Viet Nam,VNM,27090884.05,812454134.7,839545018.75
2015,Chemical products n.e.c.,38,Australia,AUS,4126431.268,107102950.9,111229382.16800001
2015,Chemical products n.e.c.,38,Germany,DEU,176738898.6,51580874.24,228319772.84
2015,Chemical products n.e.c.,38,India,IND,59221173.25,205351532.1,264572705.35
2015,Chemical products n.e.c.,38,Philippines,PHL,1430791.155,68161209.85,69592001.005
2015,Chemical products n.e.c.,38,United Arab Emirates,ARE,326336.2,78006619.09,78332955.29
2015,Chemical products n.e.c.,38,Viet Nam,VNM,10480972.08,184935670.7,195416642.78
2015,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",85,Australia,AUS,68369364.48,968710628.8,1037079993.28
2015,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",85,Germany,DEU,2133817488.0,2868276680.0,5002094168.0
2015,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",85,India,IND,201813530.9,2250677781.0,2452491311.9
2015,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",85,Philippines,PHL,3764244729.0,2132272146.0,5896516875.0
2015,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",85,United Arab Emirates,ARE,31988951.84,830505815.9,862494767.74
2015,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",85,Viet Nam,VNM,1098751384.0,3786147047.0,4884898431.0
2015,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",33,Australia,AUS,24208198.01,127904293.2,152112491.21
2015,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",33,Germany,DEU,69933923.55,20739853.14,90673776.69
2015,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",33,India,IND,57976272.75,41765595.72,99741868.47
2015,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",33,Philippines,PHL,9711900.425,162354011.3,172065911.72500002
2015,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",33,United Arab Emirates,ARE,7960693.132,82174382.53,90135075.662
2015,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",33,Viet Nam,VNM,4950495.813,221112316.2,226062812.01299998
2015,Metal; miscellaneous products of base metal,83,Australia,AUS,2821814.197,14237082.38,17058896.577
2015,Metal; miscellaneous products of base metal,83,Germany,DEU,26673110.73,16670982.45,43344093.18
2015,Metal; miscellaneous products of base metal,83,India,IND,19682586.49,15071098.82,34753685.31
2015,Metal; miscellaneous products of base metal,83,Philippines,PHL,1283398.727,32485207.79,33768606.517
2015,Metal; miscellaneous products of base metal,83,United Arab Emirates,ARE,127181.986,7810878.546,7938060.532
2015,Metal; miscellaneous products of base metal,83,Viet Nam,VNM,9969352.871,15919600.56,25888953.431
2015,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",27,Australia,AUS,918823846.3,3825100925.0,4743924771.3
2015,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",27,Germany,DEU,42580704.38,407859.839,42988564.219000004
2015,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",27,India,IND,2933860930.0,784218117.5,3718079047.5
2015,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",27,Philippines,PHL,215617825.3,809809527.8,1025427353.0999999
2015,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",27,United Arab Emirates,ARE,7086492732.0,204737503.3,7291230235.3
2015,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",27,Viet Nam,VNM,745316580.8,2391660073.0,3136976653.8
2015,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",71,Australia,AUS,1992409913.0,250977615.6,2243387528.6
2015,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",71,Germany,DEU,130872632.9,91907652.41,222780285.31
2015,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",71,India,IND,538640533.4,710493364.0,1249133897.4
2015,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",71,Philippines,PHL,41377851.96,67794400.55,109172252.50999999
2015,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",71,United Arab Emirates,ARE,844223656.1,1613628049.0,2457851705.1
2015,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",71,Viet Nam,VNM,7963709.562,8752662.471,16716372.033
2015,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",84,Australia,AUS,240238575.5,2379748590.0,2619987165.5
2015,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",84,Germany,DEU,2283970206.0,908179954.3,3192150160.3
2015,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",84,India,IND,286016998.0,2269131952.0,2555148950.0
2015,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",84,Philippines,PHL,217592314.6,1151683454.0,1369275768.6
2015,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",84,United Arab Emirates,ARE,75854422.34,977513907.9,1053368330.24
2015,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",84,Viet Nam,VNM,408105823.6,1442987855.0,1851093678.6
2015,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",90,Australia,AUS,98194834.06,494377116.0,592571950.06
2015,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",90,Germany,DEU,712332637.3,751276071.4,1463608708.6999998
2015,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",90,India,IND,139634151.3,603217174.7,742851326.0
2015,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",90,Philippines,PHL,44814840.96,175944502.6,220759343.56
2015,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",90,United Arab Emirates,ARE,4793955.853,135379023.0,140172978.853
2015,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",90,Viet Nam,VNM,54183457.14,239052735.1,293236192.24
2015,Organic chemicals,29,Australia,AUS,3939362.421,208994835.7,212934198.121
2015,Organic chemicals,29,Germany,DEU,229990669.8,7839749.438,237830419.238
2015,Organic chemicals,29,India,IND,269971454.9,1179394022.0,1449365476.9
2015,Organic chemicals,29,Philippines,PHL,7862195.245,96402872.56,104265067.805
2015,Organic chemicals,29,United Arab Emirates,ARE,47431255.58,33381792.02,80813047.6
2015,Organic chemicals,29,Viet Nam,VNM,981937.701,244681499.3,245663437.00100002
2015,Plastics and articles thereof,39,Australia,AUS,26484925.55,230318590.6,256803516.15
2015,Plastics and articles thereof,39,Germany,DEU,224774159.1,39662319.72,264436478.82
2015,Plastics and articles thereof,39,India,IND,56836992.41,913529677.6,970366670.01
2015,Plastics and articles thereof,39,Philippines,PHL,8575652.521,315449115.5,324024768.021
2015,Plastics and articles thereof,39,United Arab Emirates,ARE,318460935.1,102887483.4,421348418.5
2015,Plastics and articles thereof,39,Viet Nam,VNM,28953204.74,732114442.8,761067647.54
2016,Chemical products n.e.c.,38,Australia,AUS,3965413.122,104535606.4,108501019.522
2016,Chemical products n.e.c.,38,Germany,DEU,139863438.9,36987631.03,176851069.93
2016,Chemical products n.e.c.,38,India,IND,41588832.68,229726689.1,271315521.78
2016,Chemical products n.e.c.,38,Philippines,PHL,2476024.275,72421091.78,74897116.055
2016,Chemical products n.e.c.,38,United Arab Emirates,ARE,286225.453,93333621.95,93619847.403
2016,Chemical products n.e.c.,38,Viet Nam,VNM,8819967.704,205462414.8,214282382.504
2016,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",85,Australia,AUS,81600033.33,880653229.2,962253262.5300001
2016,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",85,Germany,DEU,1937033117.0,3009215836.0,4946248953.0
2016,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",85,India,IND,209544856.2,2376016710.0,2585561566.2
2016,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",85,Philippines,PHL,3988577150.0,2241036058.0,6229613208.0
2016,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",85,United Arab Emirates,ARE,22813951.94,515671420.3,538485372.24
2016,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",85,Viet Nam,VNM,1055746748.0,3422366626.0,4478113374.0
2016,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",33,Australia,AUS,25899619.14,136460494.3,162360113.44
2016,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",33,Germany,DEU,64211189.1,13422194.41,77633383.51
2016,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",33,India,IND,48638881.6,40866121.83,89505003.43
2016,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",33,Philippines,PHL,8316671.441,181959151.4,190275822.84100002
2016,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",33,United Arab Emirates,ARE,8986609.8,66580754.83,75567364.63
2016,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",33,Viet Nam,VNM,8440837.119,214479972.0,222920809.119
2016,Metal; miscellaneous products of base metal,83,Australia,AUS,2790756.249,14859158.37,17649914.619
2016,Metal; miscellaneous products of base metal,83,Germany,DEU,21942439.14,24044630.0,45987069.14
2016,Metal; miscellaneous products of base metal,83,India,IND,18787113.54,19439530.14,38226643.68
2016,Metal; miscellaneous products of base metal,83,Philippines,PHL,1171729.137,34721481.75,35893210.887
2016,Metal; miscellaneous products of base metal,83,United Arab Emirates,ARE,132000.72,3762925.25,3894925.97
2016,Metal; miscellaneous products of base metal,83,Viet Nam,VNM,7002342.383,17592183.69,24594526.073000003
2016,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",27,Australia,AUS,718561564.2,2838855580.0,3557417144.2
2016,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",27,Germany,DEU,41426395.82,461019.667,41887415.487
2016,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",27,India,IND,2847857826.0,636984109.9,3484841935.9
2016,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",27,Philippines,PHL,99482061.74,715925779.0,815407840.74
2016,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",27,United Arab Emirates,ARE,5550703810.0,215024278.4,5765728088.4
2016,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",27,Viet Nam,VNM,161431201.7,2322820222.0,2484251423.7
2016,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",71,Australia,AUS,1011956294.0,201633604.0,1213589898.0
2016,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",71,Germany,DEU,163267136.1,51758308.11,215025444.20999998
2016,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",71,India,IND,701344972.1,578889345.3,1280234317.4
2016,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",71,Philippines,PHL,90261006.52,78819327.58,169080334.1
2016,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",71,United Arab Emirates,ARE,754474138.6,1274395904.0,2028870042.6
2016,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",71,Viet Nam,VNM,12589609.75,15022603.07,27612212.82
